Date,High,Low,Open,Close,Volume,Adj Close
2020-06-24,35.0,33.08000183105469,35.0,33.18000030517578,2242100.0,32.777645111083984
2020-06-25,33.59000015258789,32.31999969482422,32.88999938964844,33.5,2321800.0,33.09376525878906
2020-06-26,33.47999954223633,32.7400016784668,33.459999084472656,33.22999954223633,3111500.0,32.82704162597656
2020-06-29,35.13999938964844,33.45000076293945,33.63999938964844,35.08000183105469,2494600.0,34.654605865478516
2020-06-30,35.619998931884766,34.41999816894531,34.790000915527344,35.29999923706055,2938800.0,34.8719367980957
2020-07-01,35.68000030517578,34.040000915527344,35.290000915527344,34.2400016784668,2593300.0,33.824790954589844
2020-07-02,35.959999084472656,34.779998779296875,35.209999084472656,35.189998626708984,2545900.0,34.763275146484375
2020-07-06,36.150001525878906,34.79999923706055,36.0,35.349998474121094,2171300.0,34.92133331298828
2020-07-07,35.369998931884766,34.869998931884766,35.0099983215332,35.040000915527344,2129600.0,34.61509323120117
2020-07-08,35.29999923706055,34.56999969482422,34.810001373291016,34.93000030517578,1947400.0,34.50642395019531
2020-07-09,35.13999938964844,33.7400016784668,35.13999938964844,34.400001525878906,1653300.0,33.98285675048828
2020-07-10,35.5099983215332,34.38999938964844,34.54999923706055,35.5099983215332,2332500.0,35.07938766479492
2020-07-13,36.20000076293945,35.11000061035156,36.0,35.25,2891800.0,34.82254409790039
2020-07-14,36.310001373291016,35.0099983215332,35.369998931884766,36.279998779296875,2022000.0,35.84005355834961
2020-07-15,37.83000183105469,36.0099983215332,37.0,37.560001373291016,2891400.0,37.10453414916992
2020-07-16,38.060001373291016,36.93000030517578,37.150001525878906,37.77000045776367,2303500.0,37.311988830566406
2020-07-17,38.029998779296875,37.119998931884766,37.9900016784668,37.4900016784668,4694400.0,37.03538131713867
2020-07-20,38.02000045776367,37.34000015258789,37.36000061035156,37.77000045776367,3128100.0,37.311988830566406
2020-07-21,38.400001525878906,37.630001068115234,38.189998626708984,37.70000076293945,3139300.0,37.24283218383789
2020-07-22,38.540000915527344,37.439998626708984,37.54999923706055,38.310001373291016,1687500.0,37.84543991088867
2020-07-23,39.0099983215332,38.0,38.540000915527344,38.72999954223633,3269800.0,38.26034164428711
2020-07-24,38.689998626708984,38.029998779296875,38.400001525878906,38.36000061035156,1427600.0,37.894832611083984
2020-07-27,39.04999923706055,38.0,38.459999084472656,38.97999954223633,1388100.0,38.5073127746582
2020-07-28,39.18000030517578,38.47999954223633,38.83000183105469,38.5,2233000.0,38.03313446044922
2020-07-29,38.95000076293945,38.29999923706055,38.599998474121094,38.91999816894531,1906000.0,38.44804000854492
